,overall_sentiment_score,BTC_sentiment,ETH_sentiment,BTC_relevance,ETH_relevance,timestamp
374,-0.016494,0.000332,-0.017313,0.386477,0.551295,2022-03-10 05:54:00
375,0.014297,0.014708,0.046326,0.441826,0.154752,2022-03-10 06:13:00
376,-0.049255,-0.039869,-0.019782,0.496915,0.26224,2022-03-10 06:28:00
377,-0.16476,,-0.16476,,0.759541,2022-03-10 06:33:00
378,-0.266252,-0.22179,,0.074276,,2022-03-10 07:57:00
379,0.0125375,0.0224365,0.025033,0.634271,0.634271,2022-03-10 07:58:00
380,-0.139349,-0.021692,,0.074879,,2022-03-10 08:00:00
381,-0.171058,-0.045325,-0.022093,0.467176,0.244846,2022-03-10 09:08:00
382,-0.145556,-0.124545,0.001198,0.622765,0.34115,2022-03-10 09:14:00
383,-0.185975,7.8e-05,,0.141977,,2022-03-10 09:57:00
384,0.181289,0.181289,,0.936384,,2022-03-10 10:03:00
385,-0.013109,-0.105445,-0.100876,0.451894,0.119354,2022-03-10 10:08:00
386,-0.078947,,0.004923,,0.300946,2022-03-10 10:13:00
387,-0.08336,-0.07554,,0.324922,,2022-03-10 10:35:00
388,-0.013091,,0.015616,,0.468671,2022-03-10 10:37:00
389,0.018993,0.003811,,0.464844,,2022-03-10 10:59:00
390,-0.136604,-0.020742,,0.068209,,2022-03-10 11:14:00
391,0.08554,,0.024847,,0.159411,2022-03-10 11:15:00
392,0.04251,0.031365,,0.095542,,2022-03-10 11:23:00
393,0.035876,0.027305,-0.007686,0.392948,0.913524,2022-03-10 11:25:00
394,0.020352,-0.051118,-0.071151,0.156207,0.078482,2022-03-10 11:30:00
395,0.014841,0.002261,0.00068,0.263657,0.133692,2022-03-10 11:51:00
396,-0.19626400000000002,-0.0572635,,0.42814650000000004,,2022-03-10 12:00:00
397,-0.082629,-0.063914,-0.173736,0.945873,0.33132,2022-03-10 12:09:00
398,0.081565,0.031131,0.087252,0.168373,0.545759,2022-03-10 12:11:00
399,-0.082697,-0.148833,,0.323431,,2022-03-10 12:15:00
400,0.017154,0.060037,0.060037,0.078099,0.078099,2022-03-10 12:30:00
401,-0.01847,,0.106177,,0.17296,2022-03-10 12:45:00
402,0.008908,0.006451,0.006451,0.061034,0.061034,2022-03-10 13:00:00
403,-0.149993,-0.34816,0.160223,0.248978,0.126052,2022-03-10 13:04:00
404,0.08819,0.003485,0.003485,0.409503,0.409503,2022-03-10 13:12:00
405,0.285311,,0.209212,,0.488982,2022-03-10 13:15:00
406,-0.109813,-0.253958,,0.068659,,2022-03-10 13:19:00
407,0.018275,,-0.043028,,0.180775,2022-03-10 13:28:00
408,-0.120963,-0.078573,,0.304396,,2022-03-10 13:33:00
409,0.168541,,0.168541,,0.081663,2022-03-10 13:44:00
410,0.118097,-0.261361,,0.079709,,2022-03-10 13:45:00
411,0.09471,0.042062,,0.05218,,2022-03-10 13:46:00
412,0.037313,-0.016551,0.060027,0.272383,0.183616,2022-03-10 13:58:00
413,0.1595926666666667,0.21474133333333334,,0.3631533333333334,,2022-03-10 14:00:00
414,0.060232,0.069736,0.041792,0.107447,0.212954,2022-03-10 14:01:00
415,0.025971,,0.118755,,0.050808,2022-03-10 14:02:00
416,-0.128853,-0.128853,,0.75495,,2022-03-10 14:03:00
417,-0.009534,,0.071558,,0.091579,2022-03-10 14:23:00
418,0.02817,,0.013222,,0.177933,2022-03-10 14:30:00
419,-0.021799,0.083727,0.053226,0.068209,0.068209,2022-03-10 14:58:00
420,0.06751166666666666,0.038196,0.09184300000000001,0.539735,0.039247000000000004,2022-03-10 15:00:00
421,0.186199,,0.155126,,0.107495,2022-03-10 15:01:00
422,0.007647,,0.001475,,0.336738,2022-03-10 15:02:00
423,-0.046355,0.010271,,0.788429,,2022-03-10 15:03:00
424,0.035103,0.133372,,0.036795,,2022-03-10 15:10:00
425,0.009789,0.016224,0.07415,0.849174,0.264658,2022-03-10 15:16:00
426,-0.120861,0.003659,0.000712,0.136383,0.068443,2022-03-10 15:20:00
427,-0.209059,-0.209059,0.011316,0.781119,0.461283,2022-03-10 15:23:00
428,-0.101976,-0.097209,,0.795274,,2022-03-10 15:26:00
429,0.003704,-4.2e-05,0.000861,0.577527,0.577527,2022-03-10 15:27:00
430,-0.00597,,0.005897,,0.368909,2022-03-10 15:34:00
431,-0.011291,,0.029748,,0.553595,2022-03-10 15:41:00
432,-0.002666,0.6416,,0.056607,,2022-03-10 15:46:00
433,-0.018698,,-0.037022,,0.753259,2022-03-10 16:10:00
434,-0.038941,-0.069035,,0.32751,,2022-03-10 16:20:00
435,-0.054264,-0.09213450000000001,0.001258,0.133606,0.073009,2022-03-10 16:30:00
436,0.004380500000000001,-0.050961,-0.032452,0.20307050000000001,0.230323,2022-03-10 16:38:00
437,0.048913,0.132037,0.132037,0.157073,0.233706,2022-03-10 17:05:00
438,-0.020466,0.031612,0.022261,0.151064,0.296761,2022-03-10 17:07:00
439,-0.0204515,0.065945,0.0020729999999999998,0.058846,0.10699850000000001,2022-03-10 17:15:00
440,-0.013165,-0.024406999999999998,,0.942637,,2022-03-10 17:20:00
441,-0.03348225,-0.0244405,-0.0588255,0.942768,0.999429,2022-03-10 17:21:00
442,-0.093608,-0.145332,,0.363056,,2022-03-10 17:26:00
443,0.037671,0.083027,,0.129376,,2022-03-10 17:33:00
444,-0.086998,,-0.086998,,0.999718,2022-03-10 18:04:00
445,0.101519,0.260112,,0.4533,,2022-03-10 18:41:00
446,-0.070008,-0.014451,-0.094369,0.311719,0.07104,2022-03-10 18:54:00
447,0.0195865,,0.0101625,,0.369614,2022-03-10 19:02:00
448,-0.083637,-0.130904,-0.0703,0.426156,0.127659,2022-03-10 19:20:00
449,0.130953,0.20006,0.20006,0.10035,0.10035,2022-03-10 19:26:00
450,-0.113795,-0.020435,,0.635246,,2022-03-10 19:37:00
451,-0.148171,-0.050887,,0.092999,,2022-03-10 19:40:00
452,-0.362889,-0.377234,-0.407451,0.259083,0.174461,2022-03-10 19:56:00
453,0.036525,-0.047108,,0.159675,,2022-03-10 20:03:00
454,-0.181806,-0.13715,,0.541149,,2022-03-10 20:11:00
455,0.044815,0.031921,,0.151635,,2022-03-10 20:17:00
456,-0.18328,-0.207483,,0.644571,,2022-03-10 20:30:00
457,-0.065102,0.016995,-0.001237,0.223917,0.056687,2022-03-10 20:32:00
458,-0.072709,-0.130967,,0.226477,,2022-03-10 21:11:00
459,0.0022595000000000002,-0.012133,0.038597,0.192326,0.1539565,2022-03-10 21:30:00
460,0.260407,0.071172,0.092693,0.169051,0.21042,2022-03-10 21:39:00
461,-0.066342,,0.035351,,0.017316,2022-03-10 21:40:00
462,0.147489,0.103917,,0.081984,,2022-03-10 21:48:00
463,0.004707,,0.00488,,0.644033,2022-03-10 21:55:00
464,-0.001743,,0.158551,,0.305893,2022-03-10 21:57:00
465,-0.040025,-0.037893,-0.037893,0.181546,0.181546,2022-03-10 22:09:00
466,-0.019708,,0.012351,,0.112691,2022-03-10 22:27:00
467,-0.120566,-0.198463,,0.46913,,2022-03-10 22:30:00
468,0.032934,-0.049172,,0.290033,,2022-03-10 22:32:00
469,0.039766,0.049705,,0.201021,,2022-03-10 22:53:00
470,-0.009188499999999999,0.020596,0.02803,0.32813000000000003,0.084336,2022-03-10 23:12:00
471,0.028649,0.028649,0.026549,0.864795,0.214083,2022-03-11 00:06:00
472,-0.102963,-0.084104,,0.659735,,2022-03-11 00:45:00
473,-0.102577,-0.432086,0.024023,0.046371,0.092586,2022-03-11 01:08:00
474,0.027891,0.015312,0.002888,0.188339,0.094837,2022-03-11 01:51:00
475,0.014766,0.080779,0.015356,0.714462,0.153961,2022-03-11 02:13:00
476,-0.231169,-0.069141,,0.083599,,2022-03-11 02:59:00
477,-0.016126,-0.058094,,0.400265,,2022-03-11 03:22:00
478,-0.104804,-0.041264,,0.17728,,2022-03-11 03:28:00
479,0.025164,0.0032,0.04033,0.21628,0.830052,2022-03-11 04:08:00
480,0.008168,,0.017453,,0.417822,2022-03-11 04:41:00
481,-0.063833,-0.069331,,0.697188,,2022-03-11 04:44:00
482,0.151595,0.009131,0.009131,0.364453,0.364453,2022-03-11 05:41:00
483,-0.113899,,0.011871,,0.351558,2022-03-11 05:58:00
484,0.263397,0.284575,,0.602594,,2022-03-11 07:00:00
485,0.057726,0.01627,0.01627,0.277118,0.277118,2022-03-11 07:19:00
486,-0.14202,-0.000973,,0.070331,,2022-03-11 08:00:00
487,0.025704499999999998,,0.0183665,,0.846012,2022-03-11 08:08:00
488,-0.016475,-0.018593,,0.929415,,2022-03-11 08:36:00
489,0.005645,0.001868,0.001874,0.211375,0.57877,2022-03-11 09:01:00
490,0.071513,0.002895,,0.163023,,2022-03-11 09:05:00
491,0.018537,-0.058285500000000004,0.076684,0.5901985000000001,0.66527,2022-03-11 09:26:00
492,0.06444,,0.169498,,0.136345,2022-03-11 09:37:00
493,0.034996,0.009872,,0.32329,,2022-03-11 09:44:00
494,-0.081231,0.020443,-0.079211,0.256583,0.809577,2022-03-11 09:51:00
495,-0.039883,0.000403,0.000403,0.163023,0.163023,2022-03-11 10:10:00
496,0.044298,,0.003336,,0.074785,2022-03-11 10:29:00
497,0.035496,0.021209,0.021209,0.61213,0.378285,2022-03-11 10:40:00
498,-0.036534,-0.017514,-0.003221,0.716884,0.579185,2022-03-11 10:48:00
499,0.055029,0.191078,0.040003,0.071957,0.529986,2022-03-11 11:00:00
500,-0.057101,-0.066496,,0.219908,,2022-03-11 11:06:00
501,-0.077274,-0.137567,,0.53784,,2022-03-11 11:29:00
502,-0.030013,0.012415,,0.10302,,2022-03-11 11:51:00
503,-0.074824,,0.102756,,0.208062,2022-03-11 11:55:00
504,0.018256,0.000363,0.000363,0.027909,0.055783,2022-03-11 12:02:00
505,-0.131802,-0.622151,,0.10854,,2022-03-11 12:05:00
506,0.062926,0.116805,,0.234081,,2022-03-11 12:15:00
507,-0.148668,-0.148668,,0.664752,,2022-03-11 12:19:00
508,0.055605,,0.00635,,0.112532,2022-03-11 12:20:00
509,0.066963,0.114686,,0.085905,,2022-03-11 12:45:00
510,-0.102857,-9.8e-05,,0.635428,,2022-03-11 12:56:00
511,-0.26183,,0.624902,,0.038192,2022-03-11 12:58:00
512,0.053344499999999996,0.142743,,0.2522055,,2022-03-11 13:00:00
513,-0.1071,3.6e-05,,0.220008,,2022-03-11 13:04:00
514,0.108887,,0.049028,,0.31104,2022-03-11 13:40:00
515,0.124464,,0.182897,,0.230629,2022-03-11 13:45:00
516,0.01581,-0.028738,,0.210915,,2022-03-11 13:49:00
517,-0.168538,-0.344236,,0.025811,,2022-03-11 14:03:00
518,-0.216302,-0.407562,,0.621293,,2022-03-11 14:04:00
519,-0.070749,-0.06391,,0.533842,,2022-03-11 14:36:00
520,0.127786,,-0.06383,,0.077424,2022-03-11 14:43:00
521,0.022149,0.011522,,0.055677,,2022-03-11 14:44:00
522,0.0769425,0.127324,0.11392849999999999,0.0372305,0.1045735,2022-03-11 14:45:00
523,-0.056111,-0.238347,-0.373088,0.109223,0.036509,2022-03-11 15:31:00
524,-0.025193,0.075475,0.140793,0.370418,0.095975,2022-03-11 15:34:00
525,-0.149847,-0.117683,0.103042,0.05727,0.05727,2022-03-11 15:39:00
526,-0.11464,-0.091697,0.011789,0.33751,0.01393,2022-03-11 15:51:00
527,0.034551,0.013642,,0.060648,,2022-03-11 15:56:00
528,0.15022,,0.023972,,0.450218,2022-03-11 16:03:00
529,-0.073179,-0.073179,,0.876867,,2022-03-11 16:04:00
530,-0.045121,0.6416,,0.057106,,2022-03-11 16:17:00
531,0.318297,0.378328,0.654047,0.602896,0.182644,2022-03-11 16:30:00
532,0.010206,0.010206,0.013731,0.944754,0.527767,2022-03-11 16:39:00
533,-0.173353,-0.104286,-0.048765,0.576935,0.055537,2022-03-11 16:50:00
534,-0.088311,-0.080049,-0.101314,0.515636,0.069656,2022-03-11 16:59:00
535,-0.010852,-0.012346,0.00242,0.945013,0.145013,2022-03-11 17:00:00
536,-0.153285,,-0.449365,,0.126851,2022-03-11 17:03:00
537,0.009696,0.010374,,0.980055,,2022-03-11 17:07:00
538,-0.01777525,-0.013283999999999999,-0.058592,0.955543,0.999415,2022-03-11 17:08:00
539,0.063732,0.144045,0.060199,0.079497,0.039798,2022-03-11 17:23:00
540,0.054055,0.000505,,0.145145,,2022-03-11 17:41:00
541,-0.121762,0.041217,-0.3819225,0.044141,0.2828035,2022-03-11 17:49:00
542,-0.038356,-0.000677,-0.062387,0.386477,0.227113,2022-03-11 17:54:00
543,-0.013243,,-0.016162,,0.177106,2022-03-11 18:00:00
544,0.156307,,0.273633,,0.08903,2022-03-11 18:11:00
545,-0.106862,,-0.106862,,0.999722,2022-03-11 18:18:00
546,-0.027375,0.063481,0.003999,0.279493,0.094931,2022-03-11 18:52:00
547,-0.073712,-0.073712,,0.99104,,2022-03-11 19:07:00
548,0.003021,0.010419,0.008357,0.200411,0.134402,2022-03-11 19:08:00
549,-0.21812,-0.142978,,0.180306,,2022-03-11 19:30:00
550,0.040544,,-0.136901,,0.052778,2022-03-11 19:44:00
551,-0.057835,,-0.096931,,0.304868,2022-03-11 19:56:00
552,0.010086,,0.006175,,0.230235,2022-03-11 20:18:00
553,0.040155,0.079111,,0.228126,,2022-03-11 20:43:00
554,0.03297,,0.005782,,0.185734,2022-03-11 20:48:00
555,-0.253119,-0.133511,0.234771,0.638928,0.042846,2022-03-11 21:15:00
556,-0.086508,-0.005892,,0.09722,,2022-03-11 21:16:00
557,0.054534,0.03287,0.014294,0.078341,0.039218,2022-03-11 21:18:00
558,0.002526,,-0.002118,,0.119562,2022-03-11 21:21:00
559,-0.039058,-0.127162,-0.017926,0.100712,0.795699,2022-03-11 21:35:00
560,-0.177021,-0.154541,,0.537352,,2022-03-11 21:37:00
561,-0.1891,,0.006553,,0.109256,2022-03-11 21:58:00
562,-0.115841,-0.140207,,0.675485,,2022-03-11 22:42:00
563,0.031412,,0.007954,,0.262099,2022-03-11 22:50:00
564,0.066551,,0.074928,,0.284035,2022-03-12 00:00:00
565,-0.21099299999999999,-0.236792,,0.363442,,2022-03-12 00:27:00
566,-0.156073,-0.194932,,0.538114,,2022-03-12 00:45:00
567,0.044806,,0.017727,,0.095063,2022-03-12 01:00:00
568,0.135113,-0.045004,,0.095233,,2022-03-12 02:17:00
569,-0.130724,-0.099912,,0.21477,,2022-03-12 08:03:00
570,-0.088938,-0.088938,,0.843285,,2022-03-12 09:48:00
571,0.056562,0.003379,0.182347,0.129075,0.171515,2022-03-12 10:00:00
572,-0.038112,0.377984,,0.108934,,2022-03-12 10:43:00
573,-0.046793,-0.042058,-0.122881,0.112025,0.112025,2022-03-12 10:51:00
574,0.186695,0.061572,0.1985445,0.158259,0.3842535,2022-03-12 11:00:00
575,-0.029206,-0.240051,,0.054126,,2022-03-12 12:40:00
576,-0.086995,0.027621,,0.7629,,2022-03-12 13:05:00
577,0.183715,-0.129043,,0.074012,,2022-03-12 13:15:00
578,0.120543,,0.010648,,0.12165,2022-03-12 13:19:00
579,0.222347,0.360344,0.19074,0.627497,0.524424,2022-03-12 13:45:00
580,-0.017261,-0.132768,0.015379,0.069968,0.093198,2022-03-12 13:56:00
581,0.031431,0.031431,,0.977856,,2022-03-12 13:58:00
582,-0.067266,-0.19003,,0.451121,,2022-03-12 14:24:00
583,-0.027763,-0.019555,-0.046966,0.590061,0.296284,2022-03-12 14:28:00
584,0.317231,0.317231,,0.203557,,2022-03-12 15:31:00
585,-0.012939,-0.014335,,0.94564,,2022-03-12 15:41:00
586,0.017025,,0.00505,,0.238273,2022-03-12 16:09:00
587,-0.054055,-0.052181,-0.014106,0.309202,0.126417,2022-03-12 16:15:00
588,-0.00392,,-0.001413,,0.117774,2022-03-12 16:22:00
589,-0.012939,-0.014335,,0.94564,,2022-03-12 16:32:00
590,0.16802,,0.030259,,0.055855,2022-03-12 16:52:00
591,-0.026556,-0.018517,-0.016526,0.965088,0.802624,2022-03-12 16:57:00
592,0.079076,0.076836,0.066032,0.099953,0.470002,2022-03-12 17:00:00
593,-0.00392,,-0.001413,,0.117774,2022-03-12 17:15:00
594,-0.055675,-0.15515,0.188295,0.274196,0.05592,2022-03-12 17:31:00
595,-0.021333,-0.028043,-0.045636,0.840443,0.453367,2022-03-12 17:40:00
596,-0.021333,-0.028043,-0.045636,0.840443,0.453367,2022-03-12 18:20:00
597,-0.014308,,0.035826,,0.490323,2022-03-12 18:59:00
598,-0.001349,-0.213642,,0.205807,,2022-03-12 19:39:00
599,-0.044942,-0.094659,-0.094659,0.091196,0.091196,2022-03-12 20:40:00
600,-0.132236,0.005396,-0.02557,0.283592,0.066808,2022-03-12 21:30:00
601,0.017867,0.008291,0.013353,0.598621,0.964086,2022-03-12 21:43:00
602,0.010832,,0.005275,,0.734999,2022-03-12 21:59:00
603,0.003793,,0.003793,,0.744196,2022-03-12 23:02:00
604,0.113128,0.968406,,0.129679,,2022-03-13 02:13:00
605,0.00124,0.001858,0.016107,0.466156,0.291067,2022-03-13 05:22:00
606,-0.203116,-0.202254,0.027019,0.891317,0.040615,2022-03-13 10:00:00
607,0.090901,0.103477,0.069997,0.114846,0.281974,2022-03-13 13:00:00
608,0.169532,0.365193,,0.230454,,2022-03-13 13:50:00
609,-0.156993,0.029822,0.093202,0.516378,0.151508,2022-03-13 14:44:00
610,-0.066002,-0.08108,,0.539306,,2022-03-13 15:01:00
611,0.071291,-0.024533,,0.094744,,2022-03-13 15:30:00
612,-0.058948,-0.231935,,0.099807,,2022-03-13 16:24:00
613,-0.064562,-0.004974,-0.089281,0.325208,0.055751,2022-03-13 16:52:00
614,0.032039,,0.033474,,0.172527,2022-03-13 19:00:00
615,0.032041,0.047744,0.005775,0.064588,0.314659,2022-03-13 19:13:00
616,-0.107343,,0.004517,,0.147366,2022-03-13 20:08:00
617,0.004289,,0.004289,,0.923258,2022-03-13 20:23:00
618,-0.134446,-0.120838,,0.46746,,2022-03-13 20:28:00
619,-0.076809,,0.046643,,0.09115,2022-03-13 20:40:00
620,-0.121732,-0.15214,-0.090272,0.132041,0.066248,2022-03-14 00:00:00
621,-0.070852,-0.062175,,0.201093,,2022-03-14 01:17:00
622,0.185896,0.898873,,0.023482,,2022-03-14 02:16:00
623,0.049536,0.025482,,0.401011,,2022-03-14 04:23:00
624,0.040335,,0.545229,,0.024109,2022-03-14 04:55:00
625,-0.189759,-0.167251,-0.086159,0.769674,0.451334,2022-03-14 06:14:00
626,-0.10412,-0.00014,,0.082506,,2022-03-14 07:00:00
627,-0.109956,-0.110024,0.030979,0.666769,0.028588,2022-03-14 07:54:00
628,-0.053863,-0.019903,0.010259,0.388879,0.200688,2022-03-14 07:56:00
629,-0.1512815,0.117952,0.041206,0.179554,0.1539645,2022-03-14 09:00:00
630,0.075253,-0.610089,-0.610089,0.03476,0.03476,2022-03-14 09:06:00
631,-0.0260805,-0.070528,-0.018505,0.091614,0.590418,2022-03-14 09:55:00
632,-0.055239,-0.083601,-0.041059,0.202225,0.068064,2022-03-14 09:58:00
633,-0.211558,-0.211558,-0.211558,0.628066,0.628066,2022-03-14 09:59:00
634,-0.069249,-0.0742755,-0.011442,0.608887,0.1250425,2022-03-14 10:25:00
635,0.040293,0.012821,0.029435,0.208464,0.105141,2022-03-14 10:37:00
636,-0.058382,0.116805,,0.15205,,2022-03-14 10:48:00
637,-0.40348,-0.405164,,0.457362,,2022-03-14 11:02:00
638,-0.020241,0.060586,0.048488,0.257859,0.052466,2022-03-14 11:15:00
639,-0.073006,-0.0408545,-0.034664,0.1412855,0.199694,2022-03-14 11:27:00
640,0.037959,0.365358,,0.032207,,2022-03-14 11:30:00
641,-0.092981,-0.085034,-0.208631,0.451734,0.047873,2022-03-14 11:46:00
642,-0.180492,-0.180492,,0.436009,,2022-03-14 11:48:00
643,-0.0295785,0.042543,0.017333,0.05121,0.024342,2022-03-14 12:00:00
644,0.038842,,0.034692,,0.302926,2022-03-14 12:01:00
645,-0.183153,-0.183153,,0.761884,,2022-03-14 12:06:00
646,-0.043329,-0.059878,-0.057049,0.768929,0.158207,2022-03-14 12:10:00
647,-0.105622,-0.105622,,0.381463,,2022-03-14 12:53:00
648,0.046524,-0.323874,,0.050733,,2022-03-14 13:00:00
649,-0.184612,-0.184612,-0.184612,0.644774,0.644774,2022-03-14 13:08:00
650,-0.098205,-0.202429,,0.381027,,2022-03-14 13:46:00
651,-0.120545,-0.120545,-0.120545,0.870266,0.976957,2022-03-14 13:53:00
652,-0.079148,-0.099965,-0.0196,0.783869,0.089528,2022-03-14 13:54:00
653,-0.174831,,-0.21798,,0.440719,2022-03-14 14:09:00
654,0.2089895,,0.160003,,0.1041665,2022-03-14 14:28:00
655,-0.290412,0.6416,,0.04877,,2022-03-14 14:29:00
656,0.081297,-0.140918,,0.037364,,2022-03-14 14:31:00
657,-0.024458,0.001666,,0.085997,,2022-03-14 14:53:00
658,-0.028565,-0.016825,,0.671923,,2022-03-14 15:07:00
659,0.007327,0.025813,,0.641573,,2022-03-14 15:10:00
660,0.001219,-0.012723,-0.413358,0.233715,0.027896,2022-03-14 15:15:00
661,-0.138039,0.024938,,0.102449,,2022-03-14 15:25:00
662,-0.139761,-0.139761,,0.172713,,2022-03-14 15:44:00
663,-0.266544,-0.200971,,0.431922,,2022-03-14 15:45:00
664,-0.157273,-0.224069,,0.451894,,2022-03-14 15:50:00
665,0.074302,0.042016,,0.642064,,2022-03-14 15:57:00
666,-0.177077,-0.085652,-0.143882,0.234332,0.079139,2022-03-14 16:01:00
667,0.04766,,0.066745,,0.293623,2022-03-14 16:12:00
668,-0.095758,0.006769,0.006769,0.101992,0.101992,2022-03-14 16:25:00
669,-0.081257,-0.022641,,0.062662,,2022-03-14 16:29:00
670,-0.092516,,0.129405,,0.289919,2022-03-14 16:35:00
671,0.110588,0.110588,,0.372912,,2022-03-14 16:36:00
672,-0.183594,,0.001762,,0.067708,2022-03-14 16:55:00
673,-0.0230532,-0.042408,0.024524,0.924995,0.998705,2022-03-14 17:02:00
674,-0.065089,-0.326817,-0.124998,0.238694,0.144621,2022-03-14 17:03:00
675,0.042767,,0.158676,,0.08609,2022-03-14 17:17:00
676,0.054473,0.041376,,0.276617,,2022-03-14 17:21:00
677,-0.030468,-0.027831,0.003209,0.073659,0.073659,2022-03-14 17:30:00
678,-0.09945,-0.151566,-0.028773,0.37558,0.097417,2022-03-14 17:39:00
679,-0.103169,-0.156548,-0.291237,0.346739,0.071591,2022-03-14 17:42:00
680,-0.048036,-0.407233,,0.147592,,2022-03-14 17:45:00
681,0.037648,,0.015051,,0.151444,2022-03-14 17:51:00
682,-0.102517,-0.029484,-0.090895,0.280332,0.022906,2022-03-14 17:59:00
683,-0.096151,,-0.096151,,0.999729,2022-03-14 18:01:00
684,0.038314,,0.01677,,0.700945,2022-03-14 18:02:00
685,-0.010358,0.007687,0.003529,0.333332,0.481777,2022-03-14 18:18:00
686,-0.048023,-0.242998,,0.117716,,2022-03-14 18:30:00
687,-0.025595,-0.069248,-0.069248,0.059666,0.059666,2022-03-14 18:35:00
688,0.008975,0.008975,,0.879912,,2022-03-14 18:49:00
689,-0.37169,-0.905998,,0.027581,,2022-03-14 18:55:00
690,-0.266162,-0.005299,,0.30928,,2022-03-14 19:06:00
691,-0.012224,0.00908,,0.192464,,2022-03-14 19:31:00
692,-0.030143,-0.04917,,0.419772,,2022-03-14 19:39:00
693,-0.121676,-0.569964,0.054462,0.034411,0.068757,2022-03-14 19:45:00
694,0.04897,0.001704,0.001704,0.120491,0.120491,2022-03-14 19:49:00
695,-0.003517,-0.00471,0.003323,0.44779,0.157073,2022-03-14 19:57:00
696,0.083159,0.086749,-0.073044,0.1406325,0.059005,2022-03-14 20:15:00
697,-0.153464,-0.01678,-0.01678,0.21064,0.343851,2022-03-14 20:25:00
698,-0.145234,-0.201963,,0.618823,,2022-03-14 20:36:00
699,-0.056584,0.010104,0.005768,0.194946,0.28878,2022-03-14 20:45:00
700,-0.01365,,-0.000371,,0.133137,2022-03-14 20:52:00
701,-0.005943,-0.006385,,0.78623,,2022-03-14 21:00:00
702,0.002913,-0.002248,,0.0601,,2022-03-14 21:09:00
703,0.001253,,0.011009,,0.246167,2022-03-14 21:15:00
704,-0.069173,-0.344834,-0.485938,0.252149,0.102318,2022-03-14 21:30:00
705,-0.011711,,0.049956,,0.267902,2022-03-14 21:33:00
706,-0.059699,-0.040924,-0.040924,0.136499,0.136499,2022-03-14 21:38:00
707,-0.069672,-0.226675,,0.15221,,2022-03-14 21:54:00
708,0.038164,0.030622,0.030343,0.086317,0.028823,2022-03-14 23:00:00
709,-0.262344,,-0.08699,,0.750178,2022-03-14 23:01:00
710,-0.0008654999999999991,0.042110499999999995,,0.226418,,2022-03-15 00:00:00
711,0.021073,,0.033371,,0.749015,2022-03-15 01:21:00
712,-0.127576,-0.074802,-0.142017,0.771727,0.159148,2022-03-15 02:02:00
713,0.051138,,0.051138,,0.916141,2022-03-15 02:07:00
714,0.001147,0.005704,0.005704,0.366601,0.366601,2022-03-15 02:30:00
715,0.006307,0.095469,0.064362,0.063141,0.125887,2022-03-15 03:00:00
716,-0.02861,-0.015757,0.002122,0.484798,0.374499,2022-03-15 03:06:00
717,-0.025525,0.041251,0.041251,0.058033,0.058033,2022-03-15 03:52:00
718,-0.1261,,-0.426955,,0.119235,2022-03-15 04:33:00
719,-0.182966,-0.360128,,0.11853,,2022-03-15 04:49:00
720,-0.010787,0.000765,,0.510338,,2022-03-15 05:00:00
721,0.014144,0.010294,0.032714,0.178989,0.858597,2022-03-15 05:09:00
722,-0.089533,-0.072314,,0.700202,,2022-03-15 06:07:00
723,-0.108174,-0.18651,,0.362382,,2022-03-15 06:22:00
724,-0.084375,,0.010647,,0.098537,2022-03-15 06:57:00
725,-0.261157,-0.281982,,0.90699,,2022-03-15 07:44:00
726,0.146931,0.003984,0.003984,0.257668,0.257668,2022-03-15 07:47:00
727,-0.009419,-0.007419,-0.010256,0.661915,0.476941,2022-03-15 08:25:00
728,-0.023605,,-0.005593,,0.260699,2022-03-15 08:49:00
729,6.6e-05,0.001164,,0.4499,,2022-03-15 08:56:00
730,-0.035426,0.013538,0.002186,0.269627,0.13681,2022-03-15 09:08:00
731,-0.080096,0.004316,0.004316,0.361451,0.361451,2022-03-15 09:26:00
732,-0.113646,-0.113646,,0.956284,,2022-03-15 09:43:00
733,-0.037492,-0.026965,-0.026965,0.135385,0.067939,2022-03-15 09:52:00
734,-0.285419,,0.149871,,0.094987,2022-03-15 10:05:00
735,0.235565,-0.015703,,0.063291,,2022-03-15 10:17:00
736,-0.019646,0.109989,0.117465,0.225687,0.114001,2022-03-15 11:13:00
