,overall_sentiment_score,BTC_sentiment,ETH_sentiment,BTC_relevance,ETH_relevance,timestamp
9937,0.127845,0.105834,,0.453099,,2022-06-23 10:00:00
9938,-0.031661,-0.015776,,0.480579,,2022-06-23 10:10:00
9939,-0.106479,-0.106479,,0.952661,,2022-06-23 10:54:00
9940,-0.079038,-0.03298,-0.052323,0.812482,0.130855,2022-06-23 11:00:00
9941,-0.076515,0.007117,0.007117,0.19231,0.19231,2022-06-23 11:02:00
9942,-0.512466,-0.453866,,0.172219,,2022-06-23 11:20:00
9943,0.009232,0.006764,,0.04385,,2022-06-23 11:26:00
9944,-0.085761,-0.339884,,0.074553,,2022-06-23 11:35:00
9945,0.00439,0.00439,,0.931804,,2022-06-23 11:56:00
9946,-0.060273,-0.060273,,0.77735,,2022-06-23 12:00:00
9947,0.065482,0.064652,,0.316304,,2022-06-23 12:07:00
9948,-0.135643,-0.006521,-0.006521,0.110247,0.110247,2022-06-23 12:16:00
9949,0.00221,0.00221,0.001062,0.851518,0.721495,2022-06-23 12:20:00
9950,-0.120274,-0.014674,,0.267413,,2022-06-23 12:34:00
9951,-0.166018,-0.125323,,0.811513,,2022-06-23 12:43:00
9952,-0.070754,-0.000115,,0.099189,,2022-06-23 12:44:00
9953,-0.448224,-0.282171,-0.700627,0.063467,0.157793,2022-06-23 13:02:00
9954,0.009141,0.009141,0.014725,0.940011,0.653008,2022-06-23 13:05:00
9955,0.074894,-0.069896,,0.358669,,2022-06-23 13:12:00
9956,0.000253,0.076254,,0.115704,,2022-06-23 13:20:00
9957,-0.233096,0.00287,,0.218423,,2022-06-23 13:42:00
9958,-0.118765,0.277418,,0.019163,,2022-06-23 13:43:00
9959,-0.220161,-0.086079,,0.29224,,2022-06-23 14:00:00
9960,-0.17415,-0.065695,,0.462395,,2022-06-23 14:02:00
9961,-0.053452,0.014414,,0.836307,,2022-06-23 14:09:00
9962,0.061172,0.096263,0.096263,0.105883,0.20991,2022-06-23 14:23:00
9963,-0.189672,-0.396712,-0.348998,0.285082,0.096906,2022-06-23 14:32:00
9964,-0.065962,0.005391,,0.070331,,2022-06-23 14:57:00
9965,-0.161763,0.6416,,0.070434,,2022-06-23 14:58:00
9966,0.023013,0.042911,-0.003739,0.219411,0.670405,2022-06-23 15:22:00
9967,0.016487,0.020622,0.060731,0.24289,0.720958,2022-06-23 15:36:00
9968,-0.13933299999999998,-0.1123645,0.143066,0.5857795,0.130677,2022-06-23 15:43:00
9969,0.255615,0.017256,0.017256,0.050905,0.050905,2022-06-23 15:46:00
9970,-0.137392,-0.041283,,0.031839,,2022-06-23 15:48:00
9971,-0.063333,-0.084272,,0.162693,,2022-06-23 15:58:00
9972,-0.157244,-0.2131,,0.148823,,2022-06-23 16:03:00
9973,-0.03225825,-0.022755749999999998,,0.910774,,2022-06-23 16:10:00
9974,0.004246,-0.024755,-0.464877,0.283377,0.096303,2022-06-23 16:11:00
9975,-0.002426,0.000444,,0.298749,,2022-06-23 16:43:00
9976,-0.108832,-0.140781,,0.267853,,2022-06-23 16:50:00
9977,0.147265,,0.768443,,0.03475,2022-06-23 16:52:00
9978,0.222506,0.023403,,0.06579850000000001,,2022-06-23 16:57:00
9979,-0.136821,,-0.124743,,0.998354,2022-06-23 17:05:00
9980,-0.078498,-0.089837,,0.727019,,2022-06-23 17:15:00
9981,-0.041171,0.028515,,0.074692,,2022-06-23 17:35:00
9982,-0.235766,-0.16677,,0.041273,,2022-06-23 17:57:00
9983,0.036186,,0.013376,,0.455255,2022-06-23 18:00:00
9984,0.609025,0.604308,0.606656,0.193868,0.444142,2022-06-23 18:06:00
9985,-0.038705,0.011911,0.229697,0.42219,0.289405,2022-06-23 18:15:00
9986,-0.177782,-0.188985,-0.038299,0.840436,0.029526,2022-06-23 18:19:00
9987,-0.084897,-0.1094,-0.228475,0.152692,0.102144,2022-06-23 18:20:00
9988,0.036345,,0.0137005,,0.4560805,2022-06-23 18:23:00
9989,-0.0012709999999999996,,-0.002865666666666666,,0.258016,2022-06-23 18:25:00
9990,-0.119991,,0.216168,,0.031616,2022-06-23 18:27:00
9991,0.006996,-0.033956,-0.058832,0.597808,0.117524,2022-06-23 19:17:00
9992,-0.045213,-0.216493,,0.125789,,2022-06-23 19:30:00
9993,-0.027213,0.103009,,0.137102,,2022-06-23 19:39:00
9994,-0.178388,-0.030259,,0.384102,,2022-06-23 20:00:00
9995,0.574141,0.582197,,0.034525,,2022-06-23 20:14:00
9996,-0.105318,-0.092586,,0.326932,,2022-06-23 20:21:00
9997,-0.128888,-0.043536,-0.043536,0.150535,0.030281,2022-06-23 20:22:00
9998,-0.137673,-0.277603,,0.465094,,2022-06-23 20:36:00
9999,-0.018297,0.050933,,0.071549,,2022-06-23 22:23:00
10000,-0.0068,,0.043345,,0.233668,2022-06-23 22:55:00
10001,0.149926,-0.27188,,0.427184,,2022-06-23 23:01:00
10002,-0.038084,-0.074386,,0.241924,,2022-06-23 23:14:00
10003,0.034191,0.058957,,0.51159,,2022-06-23 23:26:00
10004,-0.20975,-0.048021,-0.247664,0.193619,0.779609,2022-06-23 23:42:00
10005,0.005507,0.005687,,0.448053,,2022-06-24 00:15:00
10006,0.01063,0.001213,,0.459211,,2022-06-24 00:43:00
10007,-0.081576,-0.047832,0.012874,0.634851,0.489858,2022-06-24 01:10:00
10008,-0.107078,-0.035346,-0.048983,0.122021,0.06119,2022-06-24 01:30:00
10009,-0.02781,0.019788,-0.015422,0.232291,0.509304,2022-06-24 01:37:00
10010,-0.090959,0.012614,0.024836,0.170999,0.170999,2022-06-24 02:07:00
10011,0.049329,0.023418,,0.078431,,2022-06-24 02:48:00
10012,0.038145,,-0.162758,,0.05209,2022-06-24 04:04:00
10013,-0.075843,-0.153412,,0.098214,,2022-06-24 04:51:00
10014,0.020667,0.012778,0.008366,0.06141,0.182782,2022-06-24 07:08:00
10015,0.02334,0.002996,0.015887,0.62076,0.310608,2022-06-24 07:14:00
10016,0.002247,,0.016943,,0.122831,2022-06-24 08:30:00
10017,-0.040796,0.049904,-0.069468,0.270673,0.511089,2022-06-24 09:11:00
10018,0.026788,,0.092415,,0.650245,2022-06-24 09:19:00
10019,-0.043826000000000004,0.001302,-0.015284499999999998,0.53784,0.427547,2022-06-24 09:27:00
10020,-0.04434,0.058159,0.185301,0.839579,0.250283,2022-06-24 09:45:00
10021,0.115033,,0.061912,,0.048056,2022-06-24 10:01:00
10022,-0.23092,,-0.047778,,0.757834,2022-06-24 10:02:00
10023,0.173281,-0.135912,0.173281,0.106211,0.79533,2022-06-24 10:09:00
10024,-0.33723,-0.219456,,0.603112,,2022-06-24 10:17:00
10025,-0.037749,-0.04233,,0.765728,,2022-06-24 10:23:00
10026,-0.069465,-0.178028,-0.110942,0.150498,0.43082,2022-06-24 10:27:00
10027,-0.027878,-0.044245,,0.432694,,2022-06-24 10:30:00
10028,-0.154418,-0.323676,,0.083367,,2022-06-24 10:33:00
10029,-0.19056,0.013927,0.013927,0.084245,0.084245,2022-06-24 10:38:00
10030,-0.005174,-0.0964,-0.221926,0.284282,0.215255,2022-06-24 10:45:00
10031,-0.219753,-0.183781,-0.076245,0.401183,0.016144,2022-06-24 11:45:00
10032,-0.03133,-0.011284,,0.899091,,2022-06-24 12:04:00
10033,0.053189,,0.038094,,0.086152,2022-06-24 12:05:00
10034,-0.049596,-0.079283,-0.062138,0.337197,0.291413,2022-06-24 12:10:00
10035,-0.122629,,-0.170298,,0.886366,2022-06-24 12:15:00
10036,7.1e-05,0.011538,,0.211837,,2022-06-24 12:21:00
10037,-0.233856,-0.110828,0.000553,0.539821,0.232328,2022-06-24 12:29:00
10038,0.072513,,-0.005678,,0.143244,2022-06-24 12:30:00
10039,-0.326004,-0.335135,-0.779866,0.168038,0.024182,2022-06-24 12:33:00
10040,0.153853,0.301611,0.223429,0.133248,0.820495,2022-06-24 12:40:00
10041,-0.034466666666666666,-0.41718449999999996,0.017124,0.373048,0.076626,2022-06-24 13:00:00
10042,-0.061536,-0.103266,,0.19669,,2022-06-24 13:03:00
10043,0.07516149999999999,0.050469,0.055836,0.014724,0.835785,2022-06-24 13:15:00
10044,-0.106645,,-0.135576,,0.279547,2022-06-24 13:26:00
10045,-0.147562,-0.241002,,0.324902,,2022-06-24 13:31:00
10046,-0.102457,-0.102457,,0.957077,,2022-06-24 13:40:00
10047,-0.004096,-0.033392,,0.100771,,2022-06-24 14:03:00
10048,0.172908,0.022517,0.115917,0.636213,0.350234,2022-06-24 14:06:00
10049,-0.010571,,9.3e-05,,0.32478,2022-06-24 14:18:00
10050,0.008824,-0.007479,,0.040018,,2022-06-24 14:23:00
10051,-0.046313,,-0.046174,,0.215032,2022-06-24 14:24:00
10052,0.005639,0.144554,,0.104455,,2022-06-24 14:25:00
10053,-0.06051,-0.088709,,0.052478,,2022-06-24 14:26:00
10054,-0.04153,,-0.010312,,0.909909,2022-06-24 14:29:00
10055,-0.233801,-0.320395,,0.2840985,,2022-06-24 14:30:00
10056,-0.015085,,0.019012,,0.401331,2022-06-24 14:32:00
10057,0.027755,,0.019967,,0.202535,2022-06-24 14:35:00
10058,-0.093281,-0.094425,,0.55317,,2022-06-24 14:50:00
10059,0.032191,,0.06573,,0.570975,2022-06-24 15:12:00
10060,-0.096979,-0.088709,,0.045586,,2022-06-24 15:39:00
10061,0.119541,0.000263,0.000263,0.217249,0.217249,2022-06-24 15:42:00
10062,-0.444228,-0.347922,-0.347922,0.043898,0.043898,2022-06-24 16:00:00
10063,-0.078761,-0.020096,,0.047287,,2022-06-24 16:01:00
10064,-0.0552315,-0.061439499999999994,,0.862078,,2022-06-24 16:02:00
10065,-0.0315035,-0.0216465,,0.9098485000000001,,2022-06-24 16:03:00
10066,-0.001336,0.000189,,0.77641,,2022-06-24 16:15:00
10067,-0.061036,-0.010872,-0.047028,0.101367,0.55533,2022-06-24 16:16:00
10068,-0.1371975,-0.13946,0.006798,0.1111145,0.050851,2022-06-24 16:41:00
10069,0.136488,-0.007847,,0.164468,,2022-06-24 16:58:00
10070,-0.286095,,-0.305252,,0.568228,2022-06-24 17:00:00
10071,-0.14194,,-0.130324,,0.998369,2022-06-24 17:04:00
10072,-0.111635,-0.059085,,0.639177,,2022-06-24 17:08:00
10073,-0.055237,-0.029978,-0.029978,0.850393,0.750982,2022-06-24 17:15:00
10074,0.082802,0.429385,,0.106517,,2022-06-24 17:32:00
10075,-0.060759,0.095093,,0.091965,,2022-06-24 17:33:00
10076,-0.158333,-0.229773,,0.919609,,2022-06-24 17:44:00
10077,0.01399675,,0.00849675,,0.367147,2022-06-24 18:01:00
10078,0.003768500000000001,0.045341,-0.000106,0.511256,0.271727,2022-06-24 18:02:00
10079,-0.094094,-0.258756,,0.370418,,2022-06-24 18:27:00
10080,0.171958,,0.031896,,0.354403,2022-06-24 18:32:00
10081,-0.113292,-0.127881,0.01994,0.242998,0.054819,2022-06-24 18:44:00
10082,-0.08595,-0.088709,,0.065292,,2022-06-24 19:00:00
10083,0.109841,-0.088709,,0.058644,,2022-06-24 19:07:00
10084,-0.081768,-0.227269,,0.244723,,2022-06-24 19:13:00
10085,0.016023,0.086665,,0.246832,,2022-06-24 19:41:00
10086,-0.100789,-0.214405,,0.562828,,2022-06-24 20:04:00
10087,-0.011704333333333332,0.0248515,-0.189762,0.0442475,0.130606,2022-06-24 20:05:00
10088,-0.025532,,-0.009714,,0.102122,2022-06-24 20:33:00
10089,-0.295064,,0.002685,,0.141768,2022-06-24 20:44:00
10090,0.012861,0.0786445,,0.0818425,,2022-06-24 21:00:00
10091,0.130699,-0.007023,0.010126,0.256112,0.12976,2022-06-24 21:01:00
10092,-0.113486,-0.113486,,0.821469,,2022-06-24 21:15:00
10093,-0.604846,,-0.823233,,0.132368,2022-06-24 21:30:00
10094,-0.169319,-0.67324,,0.100141,,2022-06-24 23:11:00
10095,-0.123759,-0.022615,,0.090134,,2022-06-24 23:19:00
10096,0.032499,,0.008562,,0.146469,2022-06-24 23:30:00
10097,-0.298374,-0.088709,,0.076896,,2022-06-25 01:09:00
10098,-0.04337,0.002409,0.002409,0.083425,0.083425,2022-06-25 01:14:00
10099,-0.761558,-0.761558,,0.702434,,2022-06-25 01:15:00
10100,0.04374,-0.088709,,0.028033,,2022-06-25 01:26:00
10101,-0.232839,-0.043906,0.015117,0.052084,0.026056,2022-06-25 04:29:00
10102,-0.229286,-0.089736,,0.041653,,2022-06-25 06:52:00
10103,-0.085864,-0.086221,,0.778156,,2022-06-25 07:00:00
10104,0.055397,,0.007236,,0.354656,2022-06-25 07:23:00
10105,0.022986,0.058632,0.022986,0.220809,0.999233,2022-06-25 09:29:00
10106,0.110662,,0.072387,,0.677874,2022-06-25 10:00:00
10107,-0.0823705,-0.0912385,0.153665,0.719424,0.91882,2022-06-25 11:45:00
10108,0.06696,-0.088709,,0.074161,,2022-06-25 12:00:00
10109,-0.16473,-0.132073,,0.510588,,2022-06-25 12:53:00
10110,-0.253824,-0.243924,,0.562367,,2022-06-25 13:00:00
10111,-0.263408,-0.263127,,0.898858,,2022-06-25 13:04:00
10112,-0.004804,0.024845,,0.947397,,2022-06-25 14:28:00
10113,-0.172531,,-0.074272,,0.156562,2022-06-25 16:20:00
10114,-0.024171,-0.006115,,0.996369,,2022-06-25 17:17:00
10115,-0.103188,-0.069692,-0.203774,0.307988,0.105049,2022-06-25 17:19:00
10116,0.093508,0.008053,-0.051144,0.547499,0.383513,2022-06-25 19:43:00
10117,-0.239056,0.01202,,0.15173,,2022-06-25 19:50:00
10118,-0.174589,0.024093,,0.285359,,2022-06-25 20:12:00
10119,-0.121782,0.013022,-0.006947,0.297902,0.134987,2022-06-25 20:30:00
10120,0.104998,,0.128057,,0.150216,2022-06-25 22:33:00
10121,0.019752,0.148409,,0.562486,,2022-06-25 23:00:00
10122,0.013613,,0.022843,,0.101239,2022-06-26 05:00:00
10123,-0.15718,-0.123812,,0.46508,,2022-06-26 07:59:00
10124,0.020948,0.027695,,0.984452,,2022-06-26 08:09:00
10125,-0.068112,0.038933,0.038933,0.050733,0.050733,2022-06-26 09:45:00
10126,-0.074048,-0.074048,,0.390092,,2022-06-26 10:00:00
10127,-0.133836,0.013564,,0.059845,,2022-06-26 11:41:00
10128,0.019283,,0.032813,,0.188193,2022-06-26 12:16:00
10129,-0.005427,0.047949,,0.888316,,2022-06-26 12:25:00
10130,-0.092454,,0.376483,,0.159781,2022-06-26 12:45:00
10131,0.500004,0.379564,0.519606,0.064397,0.064397,2022-06-26 13:03:00
10132,0.023145,,0.055722,,0.908635,2022-06-26 13:12:00
10133,-0.096706,,-0.025914,,0.148456,2022-06-26 13:30:00
10134,-0.103044,-0.110887,-0.105073,0.883849,0.919138,2022-06-26 13:45:00
10135,0.053382,0.053382,,0.768185,,2022-06-26 14:00:00
10136,-0.113692,,-0.035338,,0.145937,2022-06-26 14:32:00
10137,-0.112726,-0.046172,,0.883106,,2022-06-26 15:26:00
10138,-0.122159,0.003954,,0.703553,,2022-06-26 15:45:00
10139,0.000377,0.000377,-0.204662,0.574133,0.157793,2022-06-26 16:29:00
10140,-0.06067,0.066425,-0.042881,0.123209,0.647749,2022-06-26 17:28:00
10141,-0.089292,-0.06214,-0.020989,0.28453,0.029078,2022-06-26 19:42:00
10142,-0.28214,-0.137381,,0.182437,,2022-06-26 19:58:00
10143,0.000812,,0.001732,,0.16117,2022-06-26 20:33:00
10144,-0.16699,,0.014012,,0.098456,2022-06-26 20:50:00
10145,0.003731,0.009352,,0.121681,,2022-06-26 21:00:00
10146,-0.169329,-0.747347,,0.040125,,2022-06-26 21:46:00
10147,-0.111337,0.01879,,0.207393,,2022-06-26 22:09:00
10148,-0.001681,0.178943,0.065606,0.276804,0.624101,2022-06-26 22:23:00
10149,-0.206541,-0.256613,-0.137618,0.549154,0.36254,2022-06-27 01:17:00
10150,-0.155187,-0.224473,-0.163856,0.092231,0.023106,2022-06-27 01:54:00
10151,-0.277642,-0.019736,,0.042568,,2022-06-27 03:00:00
10152,-0.149022,-0.04135,,0.153178,,2022-06-27 03:13:00
10153,-0.142763,0.048701,-0.083889,0.187536,0.364854,2022-06-27 03:15:00
10154,0.010653,0.002864,0.011309,0.090236,0.090236,2022-06-27 03:24:00
10155,0.02324,-0.000366,0.047999,0.59964,0.240251,2022-06-27 04:59:00
10156,-0.255205,-0.298081,,0.744736,,2022-06-27 05:50:00
10157,-0.557437,-0.273913,,0.03818,,2022-06-27 06:14:00
10158,-0.084306,-0.070954,,0.761723,,2022-06-27 07:28:00
10159,-0.270463,-0.366578,0.012696,0.095365,0.142622,2022-06-27 09:00:00
10160,0.002591,0.007326,0.003597,0.234345,0.234345,2022-06-27 09:06:00
10161,-0.140766,-0.25564,0.005558,0.609311,0.609311,2022-06-27 09:21:00
10162,0.088908,,0.018036,,0.081719,2022-06-27 09:35:00
10163,0.01144,0.011952,,0.063797,,2022-06-27 09:52:00
10164,-0.270933,-0.31517,,0.113974,,2022-06-27 10:02:00
10165,-0.193062,-0.152284,,0.656498,,2022-06-27 10:14:00
10166,0.159563,0.030961,,0.394081,,2022-06-27 11:00:00
10167,0.081885,-0.029333,,0.050033,,2022-06-27 11:01:00
10168,-0.029695,0.004791,,0.102144,,2022-06-27 11:12:00
10169,-0.378588,-0.378588,,0.138943,,2022-06-27 11:42:00
10170,-0.0636415,-0.076822,-0.0862275,0.083838,0.027992000000000003,2022-06-27 11:45:00
10171,0.004331,0.004201,,0.213282,,2022-06-27 12:30:00
10172,-0.093386,-0.053512,,0.568148,,2022-06-27 12:53:00
10173,-0.043511,0.0245505,,0.077944,,2022-06-27 13:00:00
10174,-0.223811,-0.000629,-0.000629,0.152306,0.152306,2022-06-27 13:01:00
10175,-0.074081,-0.164529,,0.407844,,2022-06-27 13:24:00
10176,-0.1232475,-0.002446,,0.0991115,,2022-06-27 13:27:00
10177,-0.0981,0.004616,,0.349329,,2022-06-27 13:37:00
10178,-0.091591,0.005631,,0.136345,,2022-06-27 13:42:00
10179,-0.224133,-0.121836,-0.056969,0.249565,0.050722,2022-06-27 13:45:00
10180,-0.094437,-0.066525,,0.398148,,2022-06-27 13:50:00
10181,-0.184722,-0.178162,,0.854042,,2022-06-27 13:53:00
10182,-0.097607,-0.013146,0.004825,0.158554,0.053165,2022-06-27 14:00:00
10183,-0.02774,0.008168,0.011412,0.553306,0.150875,2022-06-27 14:30:00
10184,-0.059488,0.031431,0.031431,0.199201,0.199201,2022-06-27 14:37:00
10185,-0.062919,-0.062919,,0.913973,,2022-06-27 14:39:00
10186,-0.413335,-0.183669,,0.068345,,2022-06-27 14:41:00
10187,-0.081071,-0.075051,,0.499789,,2022-06-27 15:01:00
10188,-0.155589,-0.015192,0.000135,0.195656,0.065812,2022-06-27 15:27:00
10189,-0.1099015,0.27929099999999996,-0.145061,0.17428949999999999,0.436759,2022-06-27 15:29:00
10190,-0.039581,-0.068985,0.001605,0.4682,0.197493,2022-06-27 15:30:00
10191,-0.136564,-0.06293,,0.426824,,2022-06-27 15:40:00
10192,0.096791,,0.026892,,0.109405,2022-06-27 15:43:00
10193,0.020265,0.018255,0.018255,0.039418,0.039418,2022-06-27 15:49:00
10194,-0.20554,-0.369548,,0.075778,,2022-06-27 16:03:00
10195,-0.071692,-0.073611,,0.906341,,2022-06-27 16:05:00
10196,-0.05454,-0.060148,,0.861383,,2022-06-27 16:16:00
10197,-0.0338525,-0.0251915,,0.910674,,2022-06-27 16:17:00
10198,-0.054785,-0.060604,,0.861383,,2022-06-27 16:18:00
10199,-0.026367,0.01544,0.025603,0.254131,0.171059,2022-06-27 16:50:00
10200,-0.151803,,-0.141083,,0.998397,2022-06-27 17:07:00
10201,-0.233921,0.062076,,0.140362,,2022-06-27 17:09:00
10202,-0.013368,-0.000888,,0.772475,,2022-06-27 17:11:00
10203,0.042531,0.048229,,0.161458,,2022-06-27 17:30:00
10204,-0.0381645,0.073069,-0.25784,0.079735,0.516316,2022-06-27 17:33:00
10205,-0.030712,-0.032211,0.002778,0.534876,0.083107,2022-06-27 17:47:00
10206,0.01934975,,-0.0040565,,0.3052945,2022-06-27 18:05:00
10207,-0.00991,,0.000198,,0.271727,2022-06-27 18:07:00
10208,-0.014585,0.010287,,0.394701,,2022-06-27 18:08:00
10209,-0.059831,-0.050812,-0.115415,0.396637,0.396637,2022-06-27 18:13:00
10210,-0.14937699999999998,-0.18981800000000001,-0.019007,0.34415949999999995,0.082563,2022-06-27 18:16:00
10211,-0.013603,0.008421,0.001516,0.792512,0.325637,2022-06-27 18:26:00
10212,-0.305051,-0.365435,-0.009692,0.443368,0.304868,2022-06-27 18:32:00
10213,-0.131704,-0.024592,-0.217352,0.398464,0.304679,2022-06-27 18:33:00
10214,0.015636,0.016328,,0.862945,,2022-06-27 19:00:00
10215,-0.132848,-0.022038,,0.173333,,2022-06-27 19:20:00
10216,-0.158392,-0.20468,,0.237947,,2022-06-27 19:21:00
10217,-0.209463,-0.23095,,0.317527,,2022-06-27 19:27:00
10218,-0.119208,-0.102324,,0.568953,,2022-06-27 19:30:00
10219,-0.127008,-0.069531,,0.09722,,2022-06-27 19:45:00
10220,-0.1019875,-0.196681,-0.026216999999999997,0.463072,0.255736,2022-06-27 19:59:00
10221,-0.098089,0.0407,0.0033075,0.3727365,0.6062745,2022-06-27 20:06:00
10222,-0.059436,-0.194372,,0.436009,,2022-06-27 20:15:00
10223,-0.167173,-0.126888,-0.226384,0.486054,0.193361,2022-06-27 20:40:00
10224,0.05858,0.027545,,0.125657,,2022-06-27 20:43:00
10225,0.031381,0.018359,,0.094427,,2022-06-27 20:45:00
10226,-0.044263,-0.048057,-0.060304,0.614602,0.412523,2022-06-27 20:49:00
10227,0.030482,0.028483,,0.762966,,2022-06-27 21:00:00
10228,-0.138115,-0.042717,-0.1581,0.040636,0.885775,2022-06-27 21:02:00
10229,-0.129087,-0.098023,,0.331246,,2022-06-27 21:46:00
10230,-0.030721,0.001519,,0.086838,,2022-06-27 22:13:00
10231,-0.03061,0.034837,-0.024871,0.36392,0.471904,2022-06-27 23:06:00
10232,-0.00641,0.027219,-0.00318,0.202705,0.631333,2022-06-28 00:31:00
10233,-0.146862,-0.149849,0.065592,0.718609,0.142481,2022-06-28 01:22:00
10234,-0.080933,-0.126224,-0.028266,0.617304,0.337504,2022-06-28 01:25:00
10235,-0.071071,-0.013819,0.003284,0.207928,0.052547,2022-06-28 01:28:00
10236,-0.085217,,-0.074208,,0.617534,2022-06-28 01:51:00
10237,0.010326,0.013701,-0.007788,0.930603,0.396104,2022-06-28 02:33:00
10238,-0.16888,-0.241759,,0.402941,,2022-06-28 03:05:00
10239,0.081856,0.074363,0.076725,0.205109,0.069054,2022-06-28 03:09:00
10240,0.024673,0.043145,0.043145,0.193465,0.193465,2022-06-28 03:34:00
10241,-0.110468,-0.072864,0.002197,0.339046,0.173582,2022-06-28 03:36:00
10242,-0.058472,,0.01476,,0.706282,2022-06-28 04:17:00
10243,-0.012134,-0.070292,,0.195656,,2022-06-28 05:11:00
10244,-0.138825,-0.182982,,0.619096,,2022-06-28 06:07:00
10245,0.046074,0.017635,0.041926,0.390822,0.317459,2022-06-28 06:19:00
10246,-0.14186,,-0.155995,,0.686043,2022-06-28 06:58:00
10247,-0.21137,-0.21137,,0.936055,,2022-06-28 07:30:00
10248,-0.033156,,-0.005936,,0.139265,2022-06-28 08:28:00
10249,0.011816,-0.056786,,0.94553,,2022-06-28 08:34:00
10250,-0.108057,-0.190815,,0.348429,,2022-06-28 09:17:00
10251,-0.301561,-0.301561,,0.839046,,2022-06-28 09:29:00
10252,0.071648,,0.158925,,0.832005,2022-06-28 09:52:00
10253,0.053373,,0.057758,,0.901057,2022-06-28 10:00:00
10254,-0.081994,,-0.077641,,0.684999,2022-06-28 10:01:00
10255,-0.041374,-0.400419,,0.172713,,2022-06-28 10:20:00
10256,-0.216753,-0.216753,,0.843798,,2022-06-28 10:28:00
10257,0.057355,,-0.328021,,0.062777,2022-06-28 10:48:00
10258,-0.028459,-0.027952,,0.111825,,2022-06-28 11:02:00
10259,0.015675,0.00345,,0.285027,,2022-06-28 11:10:00
10260,-0.114746,-0.000978,-0.000978,0.291124,0.291124,2022-06-28 11:23:00
10261,0.106309,0.082729,0.108026,0.159622,0.080215,2022-06-28 11:29:00
10262,0.016449,,0.193507,,0.316846,2022-06-28 11:30:00
10263,-0.13846,,0.07121,,0.094912,2022-06-28 12:06:00
10264,-0.063208,,-0.006773,,0.103856,2022-06-28 12:26:00
10265,-0.0514355,0.110508,0.014572,0.0955375,0.081331,2022-06-28 13:00:00
10266,0.016777,0.093724,0.094252,0.99687,0.969748,2022-06-28 13:23:00
10267,-0.044014,,-0.056262,,0.57444,2022-06-28 13:53:00
10268,0.011904,,0.041078,,0.534204,2022-06-28 14:20:00
10269,-0.002204,,0.018062,,0.186594,2022-06-28 14:21:00
10270,0.018945,0.018945,,0.827123,,2022-06-28 14:47:00
10271,-0.116721,-0.020368,-0.096324,0.162546,0.461746,2022-06-28 14:58:00
10272,0.073059,,0.019556,,0.027543,2022-06-28 15:07:00
10273,-0.068547,-0.045239,,0.461699,,2022-06-28 15:13:00
10274,0.108876,,-0.134737,,0.269181,2022-06-28 15:15:00
10275,-0.065183,-0.012768,,0.024258,,2022-06-28 15:23:00
10276,-0.278052,-0.154003,-0.181633,0.160675,0.08075,2022-06-28 15:24:00
10277,-0.069589,0.32246349999999996,0.005763,0.14587,0.230892,2022-06-28 15:29:00
10278,0.072954,0.007375,,0.089595,,2022-06-28 15:30:00
10279,-0.220335,-0.300045,-0.300045,0.114436,0.114436,2022-06-28 15:46:00
10280,-0.1381075,-0.3556365,,0.521303,,2022-06-28 16:01:00
10281,-0.0347155,-0.02631,,0.911489,,2022-06-28 16:02:00
10282,-0.055445,-0.061832,,0.861661,,2022-06-28 16:04:00
10283,-0.253459,,-0.473133,,0.352557,2022-06-28 16:14:00
10284,-0.107468,0.011947,,0.064797,,2022-06-28 16:15:00
10285,-0.254765,-0.191436,,0.065044,,2022-06-28 16:16:00
10286,-0.031572,-0.010891,0.029358,0.780804,0.694113,2022-06-28 16:22:00
10287,0.043415,,-0.009363,,0.035366,2022-06-28 16:41:00
10288,-0.010203,-0.044207,,0.2638,,2022-06-28 16:43:00
10289,0.007184,-0.00532,,0.206774,,2022-06-28 16:45:00
10290,0.058183,,-0.109224,,0.258214,2022-06-28 16:59:00
10291,-0.121066,0.198787,,0.103733,,2022-06-28 17:00:00
10292,-0.131388,,-0.118819,,0.998397,2022-06-28 17:06:00
10293,-0.046536,-0.048091499999999995,0.003486,0.42745249999999996,0.186163,2022-06-28 17:30:00
10294,-0.087515,,-0.017902,,0.236511,2022-06-28 17:38:00
10295,-0.026185,-0.219828,,0.059577,,2022-06-28 17:47:00
10296,-0.1320465,-0.159837,-0.28319849999999996,0.343231,0.136638,2022-06-28 17:48:00
10297,-0.075978,,-0.022188,,0.308659,2022-06-28 18:09:00
10298,0.012723333333333335,,-0.012309333333333334,,0.251614,2022-06-28 18:10:00
10299,-0.010261,,-0.000674,,0.271727,2022-06-28 18:11:00
10300,0.100065,0.044345,0.170283,0.02891,0.043352,2022-06-28 18:16:00
10301,-0.073832,-0.093373,0.036001,0.201356,0.067766,2022-06-28 18:18:00
10302,-0.222692,,-0.217993,,0.448316,2022-06-28 18:19:00
10303,0.038676,0.003269,0.053242,0.13459,0.502207,2022-06-28 18:34:00
10304,-0.09207,,-0.1477,,0.320557,2022-06-28 18:38:00
10305,-0.043539,-0.047856,,0.791558,,2022-06-28 19:20:00
10306,-0.104211,-0.120744,,0.153699,,2022-06-28 19:27:00
10307,0.116062,0.101787,,0.049495,,2022-06-28 19:44:00
10308,-0.002762,0.017059,,0.421134,,2022-06-28 19:45:00
